"","Y_train","MSZoning","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","SaleType","SaleCondition","Years_S_B","Years_S_R","Years_S_G","Years_B_R","Years_B_G","Years_R_G"
"775",395000,"RL",14226,"Reg","Lvl","Corner","NridgHt","Norm","1Fam",8,5,"Hip","BrkFace",375,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1797.05,1935,"Gd",1973,0,1973,0,2,0,3,"Gd",9,1,"Attchd","Fin",3,895,315,45,0,"7","New","Partial",1,1,1,0,0,0
"776",162000,"RM",4500,"Reg","Lvl","FR2","Mitchel","Norm","TwnhsE",6,5,"Hip","BrkFace",320,"TA","TA","PConc","Ex","No","GLQ",866,"Unf",0,338,1204,"Ex",1204,0,1204,1,2,0,2,"TA",5,0,"Attchd","Fin",2,412,0,247,0,"6","WD","Normal",11,11,11,0,0,0
"777",221500,"RL",11210,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",240,"Gd","TA","PConc","Gd","Av","GLQ",20,"Unf",0,1594,1614,"Ex",1614,0,1614,0,2,0,3,"Gd",7,0,"Attchd","RFn",3,865,144,59,0,"7","New","Partial",1,0,1,1,0,1
"778",142500,"RL",13350,"IR1","Lvl","Inside","Sawyer","Norm","1Fam",5,5,"Hip","None",0,"TA","TA","CBlock","TA","No","ALQ",762,"Unf",0,102,864,"TA",894,0,894,1,1,0,3,"TA",5,1,"Attchd","Unf",2,440,241,0,0,"6","WD","Normal",32,32,32,0,0,0
"779",144000,"RH",8400,"Reg","Lvl","Inside","SawyerW","Feedr","Duplex",5,5,"Gable","BrkFace",320,"TA","TA","Slab","TA","No","Unf",0,"Unf",0,0,0,"TA",2020,0,2020,0,2,0,4,"TA",10,2,"Detchd","Unf",2,630,0,0,0,"10","WD","Normal",30,30,30,0,0,0
"780",135000,"RL",10530,"Reg","Lvl","Inside","Mitchel","Norm","Duplex",6,5,"Gable","BrkFace",90,"TA","TA","CBlock","Gd","Gd","GLQ",975,"Unf",0,0,975,"TA",1004,0,1004,1,1,0,2,"TA",4,0,"Attchd","Unf",2,504,0,0,0,"5","WD","Normal",29,29,29,0,0,0
"781",176000,"RL",7875,"Reg","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","BrkFace",38,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1237,1237,"Gd",1253,0,1253,0,2,0,3,"TA",6,1,"Attchd","Fin",2,402,220,21,0,"6","WD","Normal",12,11,12,1,0,1
"782",175900,"RL",7153,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",6,5,"Gable","None",0,"Gd","Gd","PConc","Gd","No","ALQ",387,"Unf",0,374,761,"Ex",810,793,1603,0,2,1,3,"Gd",7,0,"Attchd","RFn",2,484,0,124,0,"7","WD","Normal",14,14,14,0,0,0
"783",187100,"RL",16285,"IR2","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1413,1413,"Ex",1430,0,1430,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,605,0,33,0,"6","WD","Normal",8,7,8,1,0,1
"784",165500,"RL",9101,"IR1","Lvl","Corner","Mitchel","Norm","1Fam",5,6,"Gable","BrkFace",104,"TA","Gd","PConc","Gd","Av","GLQ",1097,"Unf",0,0,1097,"Ex",1110,0,1110,1,1,0,1,"Gd",4,1,"Attchd","Fin",2,602,303,30,0,"7","WD","Normal",31,31,31,0,0,0
"785",128000,"RM",6300,"Reg","Lvl","Inside","OldTown","Norm","1Fam",6,6,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,742,742,"Ex",742,742,1484,0,2,0,3,"TA",9,1,"Attchd","Unf",0,0,0,285.82,134,"6","WD","Normal",94,7,29.4938361131256,87,64.5061638868744,22.4938361131256
"786",161500,"RL",9790,"Reg","Lvl","Inside","NWAmes","Feedr","1Fam",6,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",251,"LwQ",630,491,1372,"TA",1342,0,1342,0,2,0,3,"TA",7,1,"Attchd","Unf",2,457,0,0,0,"9","WD","Normal",42,42,42,0,0,0
"787",139000,"RM",10800,"Reg","Lvl","Inside","OldTown","Artery","1Fam",5,6,"Gable","None",0,"TA","Gd","PConc","Fa","No","LwQ",686,"Unf",0,0,686,"TA",966,686,1652,1,2,0,4,"TA",7,0,"Detchd","Unf",1,416,0,0,196,"6","WD","Normal",95,60,49,35,46,-11
"788",233000,"RL",10142,"IR1","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",656,"Unf",0,300,956,"Ex",956,1128,2084,1,2,1,4,"Gd",8,0,"BuiltIn","RFn",2,618,0,45,0,"1","WD","Normal",6,6,6,0,0,0
"789",107900,"RM",6000,"Reg","Lvl","Corner","OldTown","Norm","1Fam",4,7,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,901,901,"Ex",901,0,901,0,1,0,2,"TA",4,0,"Detchd","Unf",1,281,0,0,0,"8","WD","Normal",54,8,54,46,0,46
"790",187500,"RL",12205,"IR1","Low","Inside","ClearCr","Norm","1Fam",6,8,"Gable","BrkFace",157,"TA","TA","CBlock","TA","Gd","LwQ",568,"Unf",0,264,832,"Gd",976,1111,2087,0,2,1,5,"Gd",9,0,"Attchd","Fin",2,444,133,168,0,"7","WD","Normal",41,0,41,41,0,41
"791",160200,"RL",3182,"Reg","Lvl","Inside","Blmngtn","Norm","TwnhsE",7,5,"Gable","BrkFace",11,"Gd","TA","PConc","Gd","No","GLQ",16,"Unf",0,1129,1145,"Ex",1145,0,1145,0,2,0,2,"Gd",5,1,"Attchd","Fin",2,397,100,16,0,"9","WD","Normal",4,3,4,1,0,1
"792",146800,"RL",11333,"IR1","Lvl","Corner","Mitchel","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","Av","ALQ",539,"Unf",0,490,1029,"TA",1062,0,1062,1,1,0,3,"TA",5,2,"Attchd","RFn",2,539,120,0,0,"5","WD","Normal",31,31,31,0,0,0
"793",269790,"RL",9920,"IR1","Lvl","CulDSac","NoRidge","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",862,"Unf",0,255,1117,"Ex",1127,886,2013,1,2,1,3,"TA",8,1,"Attchd","Unf",2,455,180,130,0,"6","WD","Normal",11,10,10,1,1,0
"794",225000,"RL",9158,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","Stone",140,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1496,1496,"Ex",1496,0,1496,0,2,0,3,"Gd",7,0,"Attchd","Fin",2,474,168,130,0,"6","New","Partial",0,0,0,0,0,0
"795",194500,"RL",10832,"IR1","Lvl","Corner","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,712,712,"Ex",1086,809,1895,0,2,1,3,"Gd",7,1,"Attchd","Fin",2,409,143,46,0,"10","WD","Normal",14,12,14,2,0,2
"796",171000,"RL",8400,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",6,6,"Gable","BrkFace",130,"TA","TA","CBlock","Gd","No","Unf",0,"Unf",0,650,650,"TA",888,676,1564,0,2,1,3,"TA",7,1,"Attchd","Unf",2,476,0,50,0,"4","WD","Normal",30,29,30,1,0,1
"797",143500,"RL",8197,"Reg","Lvl","Inside","Sawyer","Norm","1Fam",6,5,"Gable","BrkFace",148,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,660,660,"Ex",1285,0,1285,0,1,1,3,"TA",7,1,"Attchd","RFn",2,528,138,0,0,"4","WD","Normal",30,30,30,0,0,0
"798",110000,"RL",7677,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",570,"Unf",0,203,773,"Gd",773,0,773,0,1,0,2,"TA",4,0,"Attchd","Unf",1,240,0,0,0,"4","WD","Abnorml",55,55,55,0,0,0
"799",485000,"RL",13518,"Reg","Lvl","Inside","NridgHt","Norm","1Fam",9,5,"Hip","Stone",791.280000000001,"Ex","TA","PConc","Ex","No","Unf",0,"Unf",0,1797.05,1926,"Ex",1966,1174,3123.48,0,3,1,4,"Ex",11,2,"BuiltIn","Fin",3,820,144,78,0,"7","New","Partial",1,0,0,1,1,0
"800",175000,"RL",7200,"Reg","Lvl","Corner","SWISU","Feedr","1Fam",5,7,"Gable","BrkFace",252,"TA","TA","BrkTil","Gd","No","ALQ",569,"Unf",0,162,731,"Ex",981,787,1768,1,1,1,3,"Gd",7,2,"Detchd","Unf",1,240,0,0,261.05,"6","WD","Normal",70,57,68,13,2,11
"801",200000,"RL",12798,"IR1","HLS","Inside","ClearCr","Feedr","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","Gd","GLQ",462,"Unf",0,154,616,"Gd",616,1072,1688,1,2,1,4,"Gd",8,0,"Attchd","RFn",2,603,403,114,185,"5","WD","Normal",11,11,11,0,0,0
"802",109900,"RM",4800,"Reg","Lvl","Inside","IDOTRR","Norm","1Fam",4,7,"Gable","None",0,"TA","TA","CBlock","TA","No","LwQ",197,"Unf",0,999,1196,"Ex",1196,0,1196,1,1,0,2,"TA",5,0,"Detchd","Unf",2,440,0,0,0,"7","WD","Normal",91,17,50,74,41,33
"803",189000,"RL",8199,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",648,"Unf",0,80,728,"Ex",728,728,1456,1,2,1,3,"Gd",7,1,"Attchd","Fin",2,410,36,18,0,"10","WD","Normal",3,3,3,0,0,0
"804",582933,"RL",13891,"Reg","Lvl","Inside","NridgHt","Norm","1Fam",9,5,"Hip","Stone",424,"Ex","TA","PConc","Ex","Gd","Unf",0,"Unf",0,1734,1734,"Ex",1734,1088,2822,0,3,1,4,"Ex",11,1,"BuiltIn","RFn",3,1002.79,52,170,0,"1","New","Partial",1,0,0,1,1,0
"805",118000,"RL",9000,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","LwQ",812,"Unf",0,124,936,"TA",1128,0,1128,0,1,0,2,"TA",5,0,"Attchd","Unf",1,286,0,0,0,"6","WD","Family",52,52,52,0,0,0
"806",227680,"RL",12274,"IR1","Lvl","FR2","Somerst","Norm","1Fam",7,5,"Gable","Stone",256,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1417,1417,"Ex",1428,0,1428,0,2,0,3,"Ex",6,0,"Attchd","RFn",2,554,0,60,0,"7","New","Partial",0,0,0,0,0,0
"807",135500,"RL",9750,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","PConc","TA","Av","ALQ",400,"Rec",480,100,980,"Gd",980,0,980,0,2,0,3,"TA",6,0,"Attchd","Fin",1,384,68,0,0,"10","WD","Normal",39,39,39,0,0,0
"808",223500,"RL",21384,"Reg","Lvl","Inside","BrkSide","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","Gd","GLQ",1309,"Unf",0,15,1324,"Ex",1072,504,1576,2,1,1,3,"Gd",6,1,"Attchd","RFn",2,528,0,285.82,0,"5","WD","Normal",86,5,86,81,0,81
"809",159950,"RL",13400,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","BrkFace",791.280000000001,"TA","TA","CBlock","TA","Av","ALQ",516,"BLQ",128,380,1024,"TA",1086,0,1086,1,1,0,3,"TA",6,1,"Attchd","RFn",2,484,0,0,0,"6","WD","Normal",40,40,40,0,0,0
"810",106000,"RM",8100,"Reg","Lvl","Corner","OldTown","Norm","1Fam",5,5,"Hip","None",0,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,849,849,"TA",1075,1063,2138,0,2,0,2,"TA",11,0,"Detchd","Unf",2,360,40,156,0,"11","WD","Normal",109.82,44,91.8200000000002,65.8199999999999,17.9999999999998,47.8200000000002
"811",181000,"RL",10140,"Reg","Lvl","Inside","NWAmes","Norm","1Fam",6,6,"Hip","BrkFace",99,"TA","TA","CBlock","TA","No","ALQ",663,"LwQ",377,0,1040,"Fa",1309,0,1309,1,1,1,3,"Gd",5,1,"Attchd","RFn",2,484,265,0,0,"1","WD","Normal",32,7,32,25,0,25
"812",144500,"RM",4438,"Reg","Lvl","Inside","CollgCr","Norm","TwnhsE",6,5,"Gable","BrkFace",169,"Gd","TA","PConc","Gd","Gd","GLQ",662,"Unf",0,186,848,"Ex",848,0,848,1,1,0,1,"Gd",4,1,"Attchd","Fin",2,420,140,0,0,"6","ConLD","Normal",4,4,4,0,0,0
"813",55993,"C (all)",8712,"Reg","Bnk","Inside","IDOTRR","Norm","1Fam",5,5,"Hip","None",0,"Fa","TA","CBlock","TA","Av","Unf",0,"Unf",0,540,540,"TA",1044,0,1044,0,1,0,2,"Fa",4,0,"Basment","Unf",2,504,0,0,0,"6","WD","Alloca",58,58,58,0,0,0
"814",157900,"RL",9750,"Reg","Lvl","Inside","NAmes","Norm","1Fam",6,6,"Gable","BrkFace",243,"TA","TA","CBlock","TA","No","Rec",608,"Unf",0,834,1442,"Gd",1442,0,1442,0,1,1,4,"TA",7,0,"Attchd","RFn",1,301,0,0,261.05,"4","COD","Normal",49,49,49,0,0,0
"815",116000,"RL",8248,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,686,686,"Gd",686,564,1250,0,1,1,3,"Fa",7,0,"Detchd","Unf",1,280,207,0,96,"7","WD","Normal",88,56,51,32,37,-5
"816",224900,"RL",12137,"IR2","Lvl","CulDSac","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",442,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1649,1649,"Ex",1661,0,1661,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,598,0,34,0,"5","WD","Normal",12,12,12,0,0,0
"817",137000,"RL",11425,"IR1","Lvl","Corner","NAmes","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",486,"Unf",0,522,1008,"Gd",1008,0,1008,0,1,0,2,"TA",4,1,"Attchd","RFn",1,275,0,0,120,"7","WD","Normal",52,52,52,0,0,0
"818",271000,"RL",13265,"IR1","Lvl","CulDSac","Mitchel","Norm","1Fam",8,5,"Hip","BrkFace",148,"Gd","TA","PConc","Gd","No","GLQ",1218,"Unf",0,350,1568,"Ex",1689,0,1689,1,2,0,3,"Gd",7,2,"Attchd","RFn",3,857,150,59,0,"7","WD","Normal",6,6,6,0,0,0
"819",155000,"RL",8816,"Reg","Lvl","Inside","ClearCr","Norm","1Fam",6,7,"Gable","BrkFace",80,"TA","TA","CBlock","TA","Av","GLQ",504,"Unf",0,506,1010,"Gd",1052,0,1052,1,1,0,3,"TA",6,0,"Attchd","Unf",2,440,0,0,0,"6","WD","Normal",39,39,39,0,0,0
"820",224000,"RL",6371,"IR1","Lvl","Inside","NridgHt","Norm","TwnhsE",7,5,"Gable","Stone",128,"Gd","TA","PConc","Gd","Mn","GLQ",733,"Unf",0,625,1358,"Ex",1358,0,1358,1,2,0,2,"Gd",6,1,"Attchd","RFn",2,484,192,35,0,"6","New","Partial",1,1,1,0,0,0
"821",183000,"RL",7226,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,798,798,"Ex",798,842,1640,0,2,1,3,"Gd",6,0,"Attchd","RFn",2,595,0,45,0,"6","WD","Normal",5,5,5,0,0,0
"822",93000,"RM",6000,"Reg","Bnk","Inside","OldTown","Norm","2fmCon",4,4,"Gable","None",0,"Fa","TA","CBlock","Fa","No","Unf",0,"Unf",0,936,936,"TA",936,0,936,0,1,0,2,"TA",4,0,"Detchd","Unf",2,576,0,32,112,"2","WD","Normal",56,56,35,0,21,-21
"823",225000,"RL",12394,"IR1","Lvl","Corner","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Gd","Unf",0,"Unf",0,847,847,"Ex",847,886,1733,0,2,1,3,"Gd",7,1,"BuiltIn","Fin",2,433,100,48,0,"10","WD","Family",4,4,4,0,0,0
"824",139500,"RL",9900,"Reg","Lvl","Inside","SWISU","Norm","1Fam",6,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,778,778,"TA",944,545,1489,0,2,0,3,"TA",7,1,"Detchd","Unf",1,240,335,0,0,"7","WD","Normal",69,59,69,10,0,10
"825",232600,"FV",11216,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1489,1489,"Ex",1489,0,1489,0,2,0,3,"Gd",7,1,"Attchd","RFn",2,776,0,140,0,"6","New","Partial",0,0,0,0,0,0
"826",385000,"RL",14803,"Reg","Lvl","Inside","NridgHt","PosN","1Fam",10,5,"Hip","BrkFace",791.280000000001,"Ex","TA","PConc","Ex","Av","GLQ",1572.41,"Unf",0,442,2078,"Ex",2084,0,2084,1,2,0,2,"Ex",7,1,"Attchd","Fin",3,1002.79,188,45,0,"6","New","Partial",1,0,1,1,0,1
"827",109500,"RM",6130,"Reg","Lvl","Inside","BrkSide","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","BrkTil","TA","No","ALQ",784,"Unf",0,0,784,"Gd",784,0,784,1,1,0,2,"Gd",5,0,"Attchd","Unf",0,0,0,0,116,"5","WD","Normal",84,58,29.4938361131256,26,54.5061638868744,-28.5061638868744
"828",189000,"RL",8529,"IR1","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",20,"Unf",0,1434,1454,"Ex",1434,0,1434,0,2,0,3,"Gd",6,1,"Attchd","RFn",2,527,290,39,0,"4","WD","Normal",8,8,8,0,0,0
"829",185000,"RL",28698,"IR2","Low","CulDSac","ClearCr","Norm","1Fam",5,5,"Flat","None",0,"TA","TA","PConc","TA","Gd","LwQ",249,"ALQ",764,0,1013,"TA",1160,966,2126,0,2,1,3,"TA",7,0,"Attchd","Fin",2,538,486,0,0,"6","WD","Abnorml",42,42,42,0,0,0
"830",147400,"FV",2544,"Reg","Lvl","Inside","Somerst","Norm","Twnhs",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,600,600,"Ex",520,623,1223,0,2,1,2,"Gd",4,0,"Detchd","RFn",2,480,0,166,0,"7","WD","Normal",1,1,1,0,0,0
"831",166000,"RL",11900,"IR1","Lvl","Corner","NAmes","Norm","1Fam",6,5,"Gable","BrkFace",387,"TA","TA","CBlock","TA","No","Rec",1040,"Unf",0,352,1392,"TA",1392,0,1392,1,1,1,3,"TA",6,2,"Attchd","RFn",2,458,0,0,0,"6","WD","Normal",51,51,51,0,0,0
"832",151000,"FV",3180,"Reg","Lvl","Inside","Somerst","Norm","TwnhsE",7,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,600,600,"Ex",520,600,1200,0,2,1,2,"Gd",4,0,"Detchd","RFn",2,480,0,166,0,"6","WD","Normal",1,1,1,0,0,0
"833",237000,"RL",9548,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam",7,6,"Gable","BrkFace",223,"Gd","TA","PConc","Gd","No","GLQ",483,"Unf",0,458,941,"Ex",941,888,1829,1,2,1,3,"Gd",7,1,"Attchd","RFn",2,613,192,39,0,"1","WD","Normal",7,7,7,0,0,0
"834",167000,"RL",10004,"Reg","Lvl","Inside","NAmes","Norm","1Fam",6,6,"Gable","BrkFace",180,"TA","TA","CBlock","TA","No","Rec",196,"BLQ",345,975,1516,"TA",1516,0,1516,0,1,1,3,"TA",6,0,"Attchd","RFn",2,472,0,0,0,"2","WD","Normal",45,45,45,0,0,0
"835",139950,"RL",7875,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,6,"Gable","BrkFace",136,"TA","TA","CBlock","TA","No","Rec",572,"Unf",0,572,1144,"Gd",1144,0,1144,1,1,0,3,"TA",6,0,"Attchd","Unf",2,456,0,0,0,"9","WD","Normal",47,47,47,0,0,0
"836",128000,"RL",9600,"Reg","Lvl","Inside","Sawyer","Norm","1Fam",4,7,"Gable","None",0,"TA","TA","CBlock","Gd","No","BLQ",442,"Unf",0,625,1067,"TA",1067,0,1067,0,2,0,2,"Gd",4,0,"Attchd","Unf",2,436,290,0,0,"2","WD","Normal",60,15,14,45,46,-1
"837",153500,"RM",8100,"Reg","Lvl","Inside","OldTown","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","BrkTil","TA","No","Rec",338,"Unf",0,1221,1559,"Gd",1559,0,1559,1,1,0,2,"TA",5,0,"Detchd","Unf",2,812,0,116,230,"6","COD","Normal",59,34,59,25,0,25
"838",100000,"RM",1680,"Reg","Lvl","Inside","BrDale","Norm","Twnhs",6,5,"Gable","BrkFace",158,"TA","TA","CBlock","TA","No","BLQ",330,"Unf",0,153,483,"TA",520,504,987,1,1,1,2,"TA",5,0,"Detchd","Unf",1,264,0,0,0,"11","WD","Normal",35,35,35,0,0,0
"839",144000,"RL",9525,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1099,1099,"Ex",1099,0,1099,0,1,1,3,"Gd",6,0,"Attchd","Unf",1,352,278,0,0,"6","WD","Normal",13,2,9,11,4,7
"840",130500,"RL",11767,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",352,"Unf",0,416,768,"Ex",768,432,1200,0,1,0,3,"TA",6,0,"Detchd","Unf",1,240,0,0,0,"5","WD","Normal",62,13,62,49,0,49
"841",140000,"RH",12155,"IR1","Lvl","Inside","SWISU","Norm","1Fam",6,8,"Gable","None",0,"TA","TA","BrkTil","TA","No","BLQ",156,"Unf",0,516,672,"TA",810,672,1482,0,2,0,4,"Fa",7,0,"Detchd","Unf",1,400,0,0,254,"3","WD","Normal",83,58,74,25,9,16
"842",157500,"RM",10440,"Reg","Lvl","Inside","OldTown","Norm","1Fam",5,8,"Gable","None",0,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,650,650,"Gd",958,581,1539,0,2,0,3,"Gd",8,1,"Detchd","Unf",2,686,70,78,68,"6","WD","Normal",104,6,25,98,79,19
"843",174900,"RL",9020,"Reg","Lvl","Inside","NAmes","Norm","1Fam",6,7,"Gable","BrkFace",183,"TA","TA","CBlock","TA","Gd","Rec",312,"ALQ",539,276,1127,"TA",1165,0,1165,1,1,1,3,"TA",6,0,"Attchd","RFn",2,490,0,129,0,"5","WD","Normal",42,42,42,0,0,0
"844",141000,"RL",8000,"Reg","Lvl","Corner","NAmes","Artery","Duplex",5,4,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,1797.05,1800,"Ex",1800,0,1800,0,2,0,5,"TA",10,0,"Attchd","Unf",0,0,0,0,0,"7","WD","Normal",46,46,28.4938361131256,0,17.5061638868744,-17.5061638868744
"845",153900,"RM",12665,"IR1","Lvl","Inside","OldTown","Artery","1Fam",5,8,"Gable","None",0,"TA","TA","BrkTil","TA","Mn","Unf",0,"Unf",0,876,876,"Gd",876,540,1416,0,1,1,4,"TA",7,1,"Detchd","Unf",3,720,418,0,194,"6","WD","Normal",93,58,59,35,34,1
"846",171000,"RL",16647,"IR1","Lvl","CulDSac","Sawyer","RRAe","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","Gd","Gd","ALQ",1390,"Unf",0,0,1390,"TA",1701,0,1701,1,2,0,3,"TA",6,2,"Basment","Fin",2,611,0,0,0,"1","WD","Normal",32,26,32,6,0,6
"847",213000,"RL",9317,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Gable","BrkFace",137,"Gd","TA","PConc","Gd","No","ALQ",513,"Unf",0,227,740,"Ex",1006,769,1775,1,2,1,3,"Gd",7,1,"Attchd","Unf",2,425,234,72,192,"7","WD","Normal",16,16,16,0,0,0
"848",133500,"RL",15523,"IR1","Lvl","CulDSac","CollgCr","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","CBlock","TA","Av","BLQ",460,"Unf",0,404,864,"Ex",864,0,864,1,1,0,3,"TA",5,1,"Attchd","Unf",1,338,0,0,0,"8","WD","Normal",37,37,37,0,0,0
"849",240000,"RL",37567.6400000002,"IR2","Bnk","Inside","ClearCr","Norm","1Fam",6,8,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,907,907,"TA",1307,1051,2358,0,3,0,5,"TA",10,1,"Detchd","Unf",2,360,486,40,0,"9","WD","Normal",100,11,90.8200000000002,89,9.17999999999984,79.8200000000002
"850",187000,"RL",9600,"Reg","Lvl","FR2","Veenker","Feedr","1Fam",6,7,"Hip","BrkFace",360,"Gd","Gd","CBlock","TA","No","Unf",0,"Unf",0,528,528,"Ex",1094,761,1855,0,2,1,3,"TA",7,1,"Attchd","RFn",2,512,113,100,0,"8","WD","Normal",31,13,31,18,0,18
"851",131500,"RM",4435,"Reg","Lvl","Inside","CollgCr","Norm","TwnhsE",6,5,"Gable","BrkFace",170,"Gd","TA","PConc","Gd","Av","GLQ",659,"Unf",0,189,848,"Ex",848,0,848,1,1,0,1,"Gd",3,0,"Attchd","Fin",2,420,140,0,0,"11","WD","Normal",4,4,4,0,0,0
"852",215000,"RL",3196,"Reg","Lvl","Inside","Blmngtn","Norm","TwnhsE",8,5,"Gable","BrkFace",40,"Gd","TA","PConc","Gd","Gd","Unf",0,"Unf",0,1273,1273,"Ex",1456,0,1456,0,2,0,2,"Gd",7,1,"Attchd","Fin",2,400,143,20,0,"5","WD","Normal",3,3,3,0,0,0
"853",164000,"RL",7128,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",7,5,"Gable","None",0,"TA","Gd","CBlock","TA","No","Rec",364,"Unf",0,554,918,"Gd",918,728,1646,0,2,0,4,"TA",7,2,"Detchd","Unf",1,240,0,0,0,"8","WD","Normal",66,57,66,9,0,9
"854",158000,"RL",12095,"IR1","Lvl","Corner","NAmes","Norm","1Fam",6,6,"Gable","BrkFace",115,"TA","Gd","CBlock","TA","Gd","Rec",564,"Unf",0,563,1127,"TA",1445,0,1445,0,1,1,3,"TA",7,1,"Attchd","RFn",2,645,180,0,0,"8","WD","Normal",45,45,45,0,0,0
"855",170000,"RL",17920,"Reg","Lvl","Inside","Sawyer","Norm","1Fam",5,4,"Hip","None",0,"TA","TA","CBlock","TA","Mn","ALQ",306,"Rec",830.380000000001,372,1763,"TA",1779,0,1779,1,1,1,3,"TA",6,1,"Attchd","Unf",2,454,0,285.82,0,"7","WD","Abnorml",51,32,51,19,0,19
"856",127000,"RL",6897,"IR1","Lvl","Corner","Sawyer","Norm","1Fam",5,8,"Gable","None",0,"TA","Gd","CBlock","TA","No","ALQ",659,"Unf",0,381,1040,"Ex",1040,0,1040,1,1,1,3,"TA",6,0,"Detchd","Unf",1,260,0,104,0,"4","WD","Normal",48,1,48,47,0,47
