"","Id_test","Id","MSZoning","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","SaleType","SaleCondition","Years_S_B","Years_S_R","Years_S_G","Years_B_R","Years_B_G","Years_R_G"
"837",2297,2297,"RL",9709,"IR1","Lvl","Inside","NridgHt","Norm","1Fam",8,5,"Gable","Stone",120,"Ex","TA","PConc","Ex","Gd","GLQ",778,"Unf",0,140,918,"Ex",958,1142,2100,1,2,1,3,"Ex",8,2,"BuiltIn","Fin",3,786,172,104,0,"9","New","Partial",0,0,0,0,0,0
"838",2298,2298,"RL",13615,"IR1","HLS","Corner","NridgHt","Norm","1Fam",9,5,"Hip","Stone",510,"Ex","TA","PConc","Ex","Gd","Unf",0,"Unf",0,1797.05,1802,"Ex",1802,0,1802,0,2,1,3,"Ex",7,1,"Attchd","Fin",3,843,158,105,0,"6","WD","Normal",1,1,1,0,0,0
"839",2299,2299,"RL",13069,"IR1","Lvl","Inside","NridgHt","Norm","1Fam",8,5,"Gable","BrkFace",502,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1706,1706,"Ex",1718,1238,2956,0,2,1,5,"Ex",11,1,"BuiltIn","RFn",3,916,194,50,0,"8","WD","Normal",3,3,3,0,0,0
"840",2300,2300,"RL",14277,"Reg","Lvl","Inside","NridgHt","Norm","1Fam",8,5,"Gable","BrkFace",280,"Gd","TA","PConc","Ex","Mn","GLQ",938,"Unf",0,379,1317,"Ex",1217,1168,2385,1,2,1,3,"Gd",7,1,"Attchd","Fin",3,818,192,228,0,"1","WD","Normal",4,4,4,0,0,0
"841",2301,2301,"RL",12568,"Reg","Lvl","Inside","NridgHt","Norm","1Fam",8,5,"Hip","Stone",246,"Gd","TA","PConc","Ex","Av","GLQ",669,"Unf",0,226,895,"Ex",895,923,1818,1,2,1,3,"Ex",8,1,"Attchd","Fin",3,774,196,104,0,"8","New","Partial",0,0,0,0,0,0
"842",2302,2302,"RL",9926,"IR1","Lvl","Inside","NridgHt","Norm","1Fam",7,5,"Gable","BrkFace",210,"Gd","TA","PConc","Gd","Mn","GLQ",1178,"Unf",0,436,1614,"Ex",1614,0,1614,1,2,0,3,"Gd",7,0,"Attchd","RFn",3,878,100,38,0,"5","WD","Normal",2,1,2,1,0,1
"843",2303,2303,"RL",9254,"IR1","Lvl","Inside","NridgHt","Norm","1Fam",8,5,"Gable","BrkFace",210,"Gd","TA","PConc","Gd","No","GLQ",119,"Unf",0,1602,1721,"Ex",1721,0,1721,1,2,0,3,"Gd",7,0,"Attchd","RFn",2,554,168,27,0,"1","WD","Normal",2,2,2,0,0,0
"844",2304,2304,"RL",10732,"IR1","Lvl","Corner","NridgHt","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1298,1298,"Ex",1298,530,1828,0,2,1,3,"Gd",7,0,"BuiltIn","RFn",3,876,0,40,0,"2","New","Partial",1,0,1,1,0,1
"845",2305,2305,"RL",3901,"Reg","Lvl","Inside","NridgHt","Norm","Twnhs",6,5,"Gable","Stone",182,"Gd","TA","PConc","Gd","Av","ALQ",866,"Unf",0,436,1302,"Ex",1302,0,1302,1,1,1,1,"Gd",5,1,"Attchd","RFn",2,631,110,50,0,"8","New","Partial",2,1,2,1,0,1
"846",2306,2306,"RL",3903,"Reg","Lvl","Inside","NridgHt","Norm","Twnhs",6,5,"Gable","Stone",182,"Gd","TA","PConc","Gd","Av","ALQ",1030,"Unf",0,272,1302,"Ex",1302,0,1302,1,1,1,1,"Gd",5,1,"Attchd","RFn",2,631,110,50,0,"5","WD","Normal",2,1,2,1,0,1
"847",2307,2307,"RL",6289,"IR1","Lvl","Inside","NridgHt","Norm","TwnhsE",6,5,"Gable","Stone",256,"Gd","TA","PConc","Gd","Av","ALQ",762,"Unf",0,600,1362,"Ex",1362,0,1362,1,2,0,2,"Gd",6,1,"Attchd","RFn",2,460,192,28,0,"6","WD","Normal",2,1,2,1,0,1
"848",2308,2308,"RL",4590,"Reg","Lvl","Inside","NridgHt","Norm","Twnhs",8,5,"Gable","Stone",108,"Gd","TA","PConc","Gd","Mn","GLQ",24,"Unf",0,1530,1554,"Ex",1554,0,1554,0,2,0,2,"Gd",6,1,"Attchd","RFn",2,627,156,73,0,"5","CWD","Normal",1,1,1,0,0,0
"849",2309,2309,"RL",7841,"IR1","Lvl","Inside","NridgHt","Norm","TwnhsE",9,5,"Hip","BrkFace",394,"Ex","TA","PConc","Ex","No","GLQ",848,"Unf",0,729,1577,"Ex",1577,0,1577,1,2,0,2,"Ex",6,1,"Attchd","RFn",2,564,203,39,0,"5","WD","Normal",2,2,2,0,0,0
"850",2310,2310,"RL",6240,"Reg","Lvl","Inside","NridgHt","Norm","TwnhsE",8,5,"Hip","BrkFace",176,"Gd","TA","PConc","Gd","No","GLQ",24,"Unf",0,1300,1324,"Ex",1324,0,1324,0,2,0,2,"Gd",6,1,"Attchd","Fin",2,550,0,38,0,"9","New","Partial",1,1,1,0,0,0
"851",2311,2311,"RL",3242,"Reg","Lvl","Inside","NridgHt","Norm","TwnhsE",7,5,"Gable","Stone",235,"Gd","TA","PConc","Gd","No","GLQ",1000,"Unf",0,405,1405,"Ex",1405,0,1405,1,2,0,2,"Gd",6,1,"Attchd","RFn",2,478,136,36,0,"3","WD","Normal",4,4,4,0,0,0
"852",2312,2312,"RL",15810,"IR1","Lvl","Inside","Gilbert","RRAn","1Fam",6,5,"Gable","None",103.685261707989,"Gd","TA","CBlock","Gd","No","Unf",0,"Unf",0,768,768,"Ex",768,728,1496,0,3,0,3,"Gd",7,0,"Attchd","Unf",2,572,100,0,0,"5","New","Partial",0,0,0,0,0,0
"853",2313,2313,"RL",10237,"Reg","Lvl","Inside","Gilbert","RRAn","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,768,768,"Ex",768,768,1536,0,2,1,3,"Gd",6,1,"Attchd","Fin",2,400,100,38,0,"6","WD","Normal",2,1,2,1,0,1
"854",2314,2314,"RL",13204,"IR1","Lvl","Inside","Gilbert","RRAn","1Fam",7,5,"Gable","Stone",44,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,608,608,"Ex",608,850,1458,0,2,0,3,"Gd",6,0,"BuiltIn","Fin",2,454,100,33,0,"5","New","Partial",1,0,0,1,1,0
"855",2315,2315,"RL",8857,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,738,738,"Ex",738,757,1495,0,2,1,3,"Gd",7,1,"Attchd","RFn",2,440,100,30,0,"3","New","Partial",1,1,1,0,0,0
"856",2316,2316,"RL",9729,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,698,698,"Ex",698,1048,1746,1,2,1,3,"Gd",6,1,"BuiltIn","Unf",3,350,0,34,0,"6","New","Partial",1,0,0,1,1,0
"857",2317,2317,"RL",12216,"IR1","Lvl","Corner","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","Av","GLQ",918,"Unf",0,408,1326,"Ex",1326,0,1326,1,2,0,3,"Gd",6,0,"Attchd","Fin",2,388,120,23,0,"6","WD","Normal",2,2,2,0,0,0
"858",2318,2318,"RL",8229,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","Stone",22,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,752,752,"Ex",752,752,1504,0,2,1,3,"Gd",6,0,"Attchd","Fin",2,440,100,32,0,"12","New","Partial",0,0,0,0,0,0
"859",2319,2319,"RL",7713,"Reg","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","Stone",16,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,728,728,"Ex",728,728,1456,0,2,1,3,"Gd",7,0,"Attchd","Fin",2,400,100,24,0,"7","New","Partial",0,0,0,0,0,0
"860",2320,2320,"RL",7697,"Reg","Lvl","Inside","Gilbert","Norm","1Fam",7,6,"Gable","BrkFace",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1246,1246,"Ex",1258,0,1258,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,462,0,0,0,"8","New","Partial",0,0,0,0,0,0
"861",2321,2321,"RL",3621,"Reg","Lvl","Inside","Blmngtn","Norm","TwnhsE",8,5,"Hip","BrkFace",72,"Gd","TA","PConc","Gd","Gd","GLQ",1084,"Unf",0,322,1406,"Ex",1589,0,1589,1,2,0,2,"Gd",7,1,"Attchd","Fin",3,630,143,20,0,"11","WD","Normal",4,4,4,0,0,0
"862",2322,2322,"RL",3710,"Reg","Lvl","Inside","Blmngtn","Norm","1Fam",7,5,"Gable","BrkFace",16,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1266,1266,"Ex",1266,0,1266,0,2,0,2,"Gd",6,1,"Attchd","Fin",2,388,100,16,0,"8","New","Partial",0,0,0,0,0,0
"863",2323,2323,"RL",16219,"IR2","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Gd","GLQ",779,"Unf",0,56,835,"Ex",1119,0,1119,1,2,0,2,"Gd",5,0,"Attchd","Fin",2,437,100,24,0,"4","WD","Normal",3,2,3,1,0,1
"864",2324,2324,"RL",11084,"IR1","Lvl","Corner","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",192,"Unf",0,192,384,"Ex",744,630,1374,1,2,1,3,"Gd",8,1,"BuiltIn","Fin",2,400,100,0,0,"6","WD","Family",3,3,3,0,0,0
"865",2325,2325,"RL",10936,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1510,1510,"Ex",1525,0,1525,0,2,1,3,"Gd",6,1,"Attchd","RFn",2,534,100,18,0,"4","New","Partial",1,1,1,0,0,0
"866",2326,2326,"RL",11950,"IR1","Lvl","Corner","Gilbert","Norm","1Fam",7,5,"Gable","None",103.685261707989,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,384,384,"Ex",754,640,1394,0,2,1,3,"Gd",7,1,"BuiltIn","Fin",2,400,100,0,0,"10","WD","Normal",4,4,4,0,0,0
"867",2327,2327,"RL",7875,"Reg","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","BrkFace",16,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,847,847,"Ex",847,1101,1948,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",2,434,0,48,0,"7","WD","Normal",4,4,4,0,0,0
"868",2328,2328,"RL",8740,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",574,"Unf",0,280,854,"Ex",864,1131,1995,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",2,435,264,48,0,"7","WD","Normal",5,5,5,0,0,0
"869",2329,2329,"RL",9487,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",520,"Unf",0,395,915,"Ex",940,750,1690,1,2,1,3,"TA",7,1,"Attchd","RFn",2,442,0,50,0,"6","WD","Normal",7,7,7,0,0,0
"870",2330,2330,"RL",9649,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,941,941,"Ex",961,683,1644,0,2,1,3,"TA",7,1,"Attchd","RFn",2,460,460,42,0,"5","WD","Normal",8,7,8,1,0,1
"871",2331,2331,"RL",12191,"IR1","Lvl","Inside","NoRidge","Norm","1Fam",8,5,"Hip","BrkFace",515,"Gd","TA","PConc","Gd","Av","GLQ",1181,"Unf",0,598,1779,"Ex",1779,772,2551,1,2,1,4,"Gd",8,2,"Attchd","Fin",3,925,76,61,0,"6","WD","Normal",10,9,9,1,1,0
"872",2332,2332,"RL",10557,"IR1","Lvl","Inside","NoRidge","Norm","1Fam",9,5,"Gable","BrkFace",422,"Gd","TA","PConc","Ex","Gd","GLQ",672,"Unf",0,736,1408,"Ex",1671,1407,3078,1,2,1,4,"Gd",9,1,"Attchd","Fin",3,806,108,87,0,"7","WD","Normal",9,9,9,0,0,0
"873",2333,2333,"RL",11002,"IR1","Lvl","Inside","NoRidge","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",1048,"Unf",0,341,1389,"Ex",1411,1171,2582,1,2,1,4,"Gd",9,1,"Attchd","Fin",3,758,286,60,0,"1","WD","Normal",9,8,9,1,0,1
"874",2334,2334,"RL",10790,"Reg","Lvl","Inside","NoRidge","Norm","1Fam",7,5,"Gable","BrkFace",275,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1066,1066,"Ex",1108,1277,2385,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",3,600,120,38,0,"5","WD","Normal",9,9,9,0,0,0
"875",2335,2335,"RL",11762,"Reg","Lvl","Inside","NoRidge","Norm","1Fam",8,5,"Gable","BrkFace",309,"Gd","TA","PConc","Ex","No","GLQ",335,"Unf",0,770,1105,"Ex",1105,1097,2202,1,2,1,4,"Gd",9,1,"Attchd","RFn",2,517,0,65,0,"9","WD","Normal",15,14,15,1,0,1
"876",2336,2336,"RL",9044,"IR1","Lvl","Inside","NoRidge","Norm","1Fam",8,5,"Gable","BrkFace",526,"Gd","Gd","PConc","Gd","No","GLQ",1225,"Unf",0,100,1325,"Ex",1335,1203,2538,0,2,1,4,"Gd",8,1,"Attchd","RFn",3,933,198,92,0,"5","WD","Normal",11,10,11,1,0,1
"877",2337,2337,"RL",9910,"Reg","Lvl","Inside","Somerst","Feedr","1Fam",7,6,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1369,1369,"Ex",1369,0,1369,0,2,0,3,"Gd",5,0,"Attchd","Unf",2,605,0,203,0,"9","New","Partial",0,0,0,0,0,0
"878",2338,2338,"RL",11830,"Reg","Lvl","Inside","Somerst","Feedr","1Fam",8,5,"Gable","BrkFace",164,"Gd","TA","PConc","Gd","No","GLQ",1220,"Unf",0,322,1542,"Ex",1542,0,1542,1,2,0,3,"Gd",6,1,"Attchd","Unf",3,852,168,110,0,"7","New","Partial",0,0,0,0,0,0
"879",2339,2339,"RL",10612,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","BrkFace",248,"Gd","TA","PConc","Gd","Mn","GLQ",28,"Unf",0,1496,1524,"Gd",1534,0,1534,0,2,0,3,"Gd",7,1,"Attchd","Fin",2,484,168,46,0,"1","WD","Family",1,1,1,0,0,0
"880",2340,2340,"RL",12291,"IR1","Lvl","Inside","Somerst","Norm","1Fam",10,5,"Hip","BrkFace",754,"Ex","TA","PConc","Ex","Av","GLQ",1572,"Unf",0,394,1966,"Ex",1966,0,1966,1,2,0,1,"Ex",6,1,"Attchd","Fin",3,1002.79,76,52,0,"10","New","Partial",0,0,0,0,0,0
"881",2341,2341,"RL",9965,"Reg","Lvl","FR2","Somerst","Feedr","1Fam",7,5,"Gable","None",103.685261707989,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1528,1528,"Ex",1528,0,1528,0,3,1,3,"Gd",6,1,"Attchd","Unf",2,480,0,228,0,"9","New","Partial",0,0,0,0,0,0
"882",2342,2342,"RL",8847,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","BrkFace",148,"Gd","TA","PConc","Gd","Av","GLQ",769,"Unf",0,769,1538,"Ex",1538,0,1538,1,2,0,3,"Gd",7,0,"Attchd","RFn",2,484,146,40,0,"12","WD","Normal",2,2,2,0,0,0
"883",2343,2343,"RL",8251,"Reg","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","BrkFace",143,"Gd","TA","PConc","Gd","Av","GLQ",778,"Unf",0,716,1494,"Ex",1506,0,1506,1,2,0,3,"Gd",7,1,"Attchd","RFn",2,672,192,35,0,"4","WD","Normal",2,1,2,1,0,1
"884",2344,2344,"RL",9605,"Reg","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,982,982,"Ex",982,995,1977,0,2,1,3,"Gd",7,0,"Attchd","RFn",3,574,240,53,0,"7","WD","Family",1,1,1,0,0,0
"885",2345,2345,"RL",8778,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1302,1302,"Ex",1302,528,1830,0,2,1,3,"Gd",7,0,"BuiltIn","RFn",3,859,0,40,0,"3","WD","Normal",1,1,1,0,0,0
"886",2346,2346,"FV",8640,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",24,"Unf",0,1314,1338,"Ex",1338,0,1338,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,598,0,141,0,"11","New","Partial",0,0,0,0,0,0
"887",2347,2347,"FV",9000,"Reg","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1335,1335,"Ex",1335,0,1335,0,2,0,3,"Gd",6,0,"Attchd","RFn",2,575,0,210,0,"6","New","Partial",1,0,0,1,1,0
"888",2348,2348,"FV",8640,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",350,"Unf",0,546,896,"Ex",896,896,1792,0,2,1,3,"Gd",8,0,"Attchd","Fin",2,590,184,96,0,"11","New","Partial",0,0,0,0,0,0
"889",2349,2349,"FV",10411,"Reg","Lvl","Corner","Somerst","Norm","1Fam",5,5,"Gable","None",0,"Gd","TA","CBlock","Gd","No","Unf",0,"Unf",0,725,725,"Ex",725,863,1588,0,3,0,3,"Gd",8,0,"Attchd","Unf",2,561,0,0,0,"7","New","Partial",0,0,0,0,0,0
"890",2350,2350,"FV",12217,"IR1","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Hip","None",103.685261707989,"Gd","TA","PConc","Ex","Av","GLQ",745,"Unf",0,210,955,"Ex",955,925,1880,1,2,1,3,"Ex",8,1,"Attchd","Fin",3,880,168,127,0,"12","New","Partial",0,0,0,0,0,0
"891",2351,2351,"FV",10440,"Reg","Lvl","Corner","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Ex","TA","PConc","Gd","Mn","Unf",0,"Unf",0,1574,1574,"Ex",1584,0,1584,0,2,0,2,"Ex",6,1,"Attchd","Fin",2,594,0,256,0,"5","New","Partial",0,0,0,0,0,0
"892",2352,2352,"FV",11824,"IR1","Lvl","Corner","Somerst","Norm","1Fam",8,5,"Gable","BrkFace",298,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1685,1685,"Ex",1685,0,1685,0,2,0,2,"Gd",5,1,"Attchd","Fin",3,658,112,63,0,"4","WD","Normal",1,1,1,0,0,0
"893",2353,2353,"FV",10625,"Reg","Lvl","Inside","Somerst","Norm","1Fam",6,5,"Gable","BrkFace",353,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1158,1158,"Ex",1158,1285,2443,0,2,1,4,"Gd",9,1,"BuiltIn","RFn",3,744,193,127,0,"6","WD","Normal",3,3,3,0,0,0
"894",2354,2354,"RL",7500,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1100,1100,"Ex",1100,0,1100,0,1,1,3,"TA",6,0,"Attchd","Unf",0,0,0,136,0,"6","New","Partial",1,0,28.4938361131256,1,-27.4938361131256,28.4938361131256
"895",2355,2355,"RL",7500,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1143,1143,"Ex",1143,0,1143,0,1,1,3,"Gd",5,0,"Attchd","Unf",0,0,0,55,0,"10","WD","Normal",1,1,28.4938361131256,0,-27.4938361131256,27.4938361131256
"896",2356,2356,"RL",12450,"Reg","Lvl","Inside","SawyerW","RRAe","1Fam",5,5,"Gable","BrkFace",126,"Gd","TA","PConc","Gd","No","GLQ",729,"Unf",0,365,1094,"Ex",1094,0,1094,1,1,0,3,"Gd",6,0,"Detchd","Unf",2,576,0,0,0,"5","WD","Normal",4,3,3,1,1,0
"897",2357,2357,"RL",7441,"IR1","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Gable","BrkFace",170,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1461,1461,"Ex",1486,0,1486,0,2,0,3,"Gd",7,0,"Attchd","RFn",2,566,0,32,0,"6","WD","Normal",1,1,1,0,0,0
"898",2358,2358,"RL",11613,"IR2","Lvl","Corner","SawyerW","Norm","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","ALQ",480,"Unf",0,384,864,"Ex",920,900,1820,0,2,1,3,"Gd",7,0,"Attchd","RFn",2,492,144,85,0,"5","WD","Normal",14,10,14,4,0,4
"899",2359,2359,"RL",8012,"Reg","Lvl","Inside","SawyerW","Norm","TwnhsE",6,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,630,630,"Ex",630,636,1266,0,1,1,2,"TA",5,2,"Attchd","RFn",1,283,340,0,0,"7","WD","Normal",27,27,27,0,0,0
"900",2360,2360,"RL",6285,"Reg","Lvl","Inside","Sawyer","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","Gd","No","LwQ",138,"Rec",351,405,894,"TA",894,0,894,1,1,0,2,"TA",5,0,"Detchd","Unf",1,308,192,0,0,"3","WD","Normal",30,30,28,0,2,-2
"901",2361,2361,"RL",7476,"Reg","Lvl","Corner","Sawyer","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",812,"Unf",0,228,1040,"TA",1040,0,1040,1,1,1,3,"TA",5,0,"Detchd","Fin",2,686,188,0,0,"6","WD","Normal",39,39,16,0,23,-23
"902",2362,2362,"RL",19522,"IR1","Bnk","Inside","Veenker","Norm","1Fam",7,5,"Gable","BrkFace",272,"Gd","TA","PConc","Gd","No","GLQ",727,"Unf",0,496,1223,"Gd",1271,1232,2503,1,2,1,3,"Gd",7,1,"Attchd","RFn",2,564,0,99,0,"2","WD","Normal",17,17,17,0,0,0
"903",2363,2363,"RL",10751,"IR1","Lvl","CulDSac","Sawyer","RRAe","1Fam",5,5,"Gable","BrkFace",44,"TA","TA","CBlock","Fa","Gd","ALQ",787,"Unf",0,250,1037,"TA",1037,0,1037,1,1,0,2,"TA",5,0,"Attchd","RFn",2,431,136,47,0,"8","WD","Normal",33,33,33,0,0,0
"904",2364,2364,"RL",12712,"IR1","Lvl","CulDSac","Sawyer","RRAe","1Fam",6,7,"Gable","None",0,"TA","TA","CBlock","Gd","Mn","ALQ",968,"Unf",0,76,1044,"TA",1055,0,1055,1,1,0,2,"Gd",5,1,"Attchd","RFn",2,542,455,0,0,"1","WD","Abnorml",34,1,34,33,0,33
"905",2365,2365,"FV",4379,"IR1","Lvl","FR2","Somerst","Norm","TwnhsE",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",851,"Unf",0,527,1378,"Ex",1378,0,1378,1,2,0,2,"Gd",6,1,"Attchd","Fin",2,540,160,56,0,"7","WD","Normal",3,3,3,0,0,0
"906",2366,2366,"FV",3523,"IR1","Lvl","Inside","Somerst","Norm","TwnhsE",8,5,"Gable","Stone",30,"Gd","TA","PConc","Gd","No","GLQ",60,"Unf",0,1081,1141,"Ex",1151,0,1151,1,2,0,2,"Gd",5,0,"Attchd","Fin",2,484,0,60,0,"2","New","Partial",1,0,1,1,0,1
"907",2367,2367,"FV",3784,"IR1","Lvl","Inside","Somerst","Norm","TwnhsE",8,5,"Gable","Stone",36,"Gd","TA","PConc","Gd","No","GLQ",60,"Unf",0,1451,1511,"Ex",1565,0,1565,1,2,0,2,"Gd",5,0,"Attchd","Fin",2,476,0,120,0,"2","New","Partial",1,0,1,1,0,1
"908",2368,2368,"FV",3606,"Reg","Lvl","Inside","Somerst","Norm","TwnhsE",7,5,"Gable","None",0,"Gd","TA","PConc","Ex","No","GLQ",937,"Unf",0,415,1352,"Ex",1352,0,1352,1,2,0,2,"Gd",5,1,"Attchd","RFn",2,466,0,241,0,"8","New","Partial",1,0,1,1,0,1
"909",2369,2369,"FV",5330,"IR2","Lvl","Inside","Somerst","Norm","TwnhsE",8,5,"Gable","None",103.685261707989,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1550,1550,"Ex",1550,0,1550,0,2,1,2,"Gd",5,0,"Attchd","Fin",2,528,0,102,0,"7","New","Partial",1,0,0,1,1,0
"910",2370,2370,"FV",2280,"Reg","Lvl","Inside","Somerst","Norm","Twnhs",6,5,"Gable","BrkFace",342,"TA","TA","PConc","Gd","No","GLQ",565,"Unf",0,179,744,"Gd",757,744,1501,1,2,1,3,"TA",6,1,"Detchd","Unf",2,440,0,0,0,"9","WD","Normal",8,8,8,0,0,0
"911",2371,2371,"FV",2117,"Reg","Lvl","Inside","Somerst","Norm","Twnhs",6,5,"Gable","BrkFace",216,"Gd","TA","PConc","Gd","No","GLQ",417,"Unf",0,339,756,"Ex",769,804,1573,0,2,1,3,"Gd",4,0,"Detchd","Unf",2,440,0,32,0,"9","WD","Normal",7,7,7,0,0,0
"912",2372,2372,"FV",7321,"IR1","Lvl","Inside","Somerst","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1339,1339,"Ex",1358,0,1358,0,2,0,3,"Gd",5,0,"Detchd","Unf",2,625,176,174,0,"12","COD","Normal",8,7,8,1,0,1
"913",2373,2373,"FV",8010,"IR1","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Hip","None",0,"Gd","TA","PConc","Ex","No","GLQ",964,"Unf",0,90,1054,"Ex",1072,976,2048,1,2,1,3,"Gd",8,2,"Detchd","Unf",2,552,0,48,0,"8","WD","Normal",4,3,4,1,0,1
"914",2374,2374,"FV",8413,"IR1","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Gd","Gd","PConc","Ex","Mn","GLQ",901,"Unf",0,319,1220,"Ex",1220,1142,2362,1,2,1,3,"Gd",8,2,"Attchd","RFn",2,1002.79,147,0,36,"6","WD","Normal",9,9,9,0,0,0
"915",2375,2375,"RL",9466,"IR2","Lvl","FR2","Veenker","Norm","TwnhsE",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","Gd","LwQ",457,"ALQ",830.380000000001,0,1494,"Ex",1494,0,1494,1,1,1,1,"Gd",5,1,"Attchd","Fin",2,478,0,30,0,"5","WD","Normal",13,12,13,1,0,1
"916",2376,2376,"RL",12000,"Reg","Lvl","Inside","Veenker","Norm","1Fam",7,6,"Hip","BrkFace",600,"Gd","TA","CBlock","Gd","No","GLQ",1572.41,"Unf",0,270,2002,"Ex",2219.46,0,2362,1,2,1,3,"Gd",8,1,"Attchd","RFn",2,546,180,16,0,"3","WD","Normal",27,27,27,0,0,0
